genes	IL1B	ADAMTS4	GRN	TF	PGBD1	APBB2	HS3ST1	NCAPD2	RELB	MS4A4E	SRRM4	A2M	MEOX2	IL1A	IDE	TNF	SLC2A4	CELF1	MPO	GAPDH	ECHDC3	MAPT	IL1RN	DPYSL2	APH1B	CD33	PCK1	BACE1	CCR2	MAOB	NME8	NPY	HMOX1	TRAK2	NOS3	KAT8	SLC30A6	VLDLR	ABCA1	MTHFR	FRMD4A	SLC24A4	PLD3	ABI3	PICALM	RELN	CASS4	ESR1	BCL3	IGF2	MS4A2	PSEN1	HFE	CLNK	APOC4	MTHFD1L	OLR1	NEDD9	ECE1	TNK1	TREML2	PM20D1	FAS	GSK3B	CR1	REST	DAPK1	CASP3	BCHE	CRH	CHRNA7	CHRNB2	CTSD	GLIS3	BIN1	IL10	DSG2	LPL	ADAM10	MAN2A1	EXOC3L2	STH	THRA	CLU	BAX	TFCP2	MME	BDNF	MS4A4A	IGF1	ACE	SOD2	DHCR24	SORL1	SORCS1	HLA-DRB5	APP	MS4A6A	TFAM	SOAT1	ENTPD7	ACHE	PTK2B	CTNNA3	PPARG	CD2AP	RIN3	OTC	IGF1R	HHEX	CNTNAP2	TOMM40	ARID5B	CH25H	IL33	HESX1	BCL2	PSEN2	PRNP	APOC1	APOC2	ABCA7	EIF2AK3	APOE	ZNF292	INPP5D	ARC	UBQLN1	TREM2	CALHM1	SLC30A4	FERMT2	ALPK2	EPHA1	LRP1	PLAU	NOTCH3	VEGFA	PPP1R37	ZCWPW1	BCAM	CST3	VSNL1	IL6	GAB2	HLA-DRB1	MEF2C	INSR	SCIMP	PON1	CYP46A1	PAXIP1	TP53INP1	LDLR	CHAT	GAPDHS	CYP19A1	IL8	IGF2R	label
CEP170B	0.0196736	0.00997894	0.0168594	0.0168594	0.0168594	0.0231566	0.0168594	0.0231566	0.0168594	0.00997894	0.053787	0.0231566	0.0231566	0.0168594	0.0231566	0.0196736	0.00997894	0.0240564	0.0316164	0.0240564	0.00997894	0.0733342	0.0196736	0.0196736	0.0196736	0.0196736	0.00997894	0.0209283	0.0231566	0.0209283	0.0231566	0.0480393	0.0196736	0.0196736	0.0268917	0.0209283	0.0231566	0.0168594	0.0231566	0.00997894	0.015768	0.0240564	0.0933725	0.0168594	0.0315764	0.0240564	0.0168594	0.0168594	0.0168594	0.0168594	0.0196736	0.0231566	0.00997894	0.00997894	0.0168594	0.0168594	0.0231566	0.0196736	0.015768	0.015768	0.0196736	0.00997894	0.0231566	0.0240564	0.0231566	0.0315764	0.015768	0.0196736	0.0315764	0.0420531	0.00997894	0.0420531	0.015768	0.0168594	0.0316164	0.0196736	0.0315764	0.0196736	0.0315764	0.0315764	0.015768	0.0209283	0.0451171	0.0231566	0.0351317	0.0231566	0.0168594	0.0504271	0.0231566	0.0381232	0.00997894	0.0196736	0.0471829	0.00997894	0.0498384	0.0315764	0.0168594	0.0196736	0.0196736	0.0196736	0.0168594	0.0756295	0.107394	0.0231566	0.029061	0.0315764	0.0209283	0.0196736	0.015768	0.0196736	0.0498384	0.0552863	0.0168594	0.0231566	0.0315764	0.0196736	0.0196736	0.0504271	0.0268917	0.0231566	0.0168594	0.0442577	0.0231566	0.00997894	0.0231566	0.0168594	0.038545	0.00997894	0.0196736	0.0316164	0.0196736	0.0231566	0.015768	0.00997894	0.0381232	0.0196736	0.029061	0.0168594	0.0488975	0.0196736	0.0196736	0.0196736	0.0759878	0.0168594	0.0231566	0.0231566	0.0634819	0.0196736	0.0168594	0.0196736	0.0933725	0.0231566	0.0196736	0.015768	0.00997894	0.00997894	0.0168594	0.0168594	0.0231566	0
SIMC1	0.0168594	0.0196736	0.0168594	0.0168594	0.00997894	0.0196736	0.015768	0.0196736	0.0196736	0.00997894	0.0364888	0.00997894	0.0209283	0.0168594	0.00997894	0.0196736	0.0168594	0.00997894	0.0168594	0.015768	0.0196736	0.0240564	0.0196736	0.0209283	0.0168594	0.0196736	0.015768	0.00997894	0.0196736	0.00997894	0.0196736	0.029061	0.0168594	0.00997894	0.015768	0.0168594	0.0168594	0.0209283	0.0168594	0.0168594	0.015768	0.0209283	0.038545	0.0168594	0.0168594	0.0240564	0.0196736	0.00997894	0.0168594	0.00997894	0.0168594	0.0196736	0.0196736	0.0196736	0.00997894	0.00997894	0.0168594	0.0168594	0.0168594	0.0196736	0.0168594	0.0168594	0.0196736	0.00997894	0.0196736	0.0231566	0.029061	0.0168594	0.0196736	0.00997894	0.015768	0.015768	0.0168594	0.0168594	0.00997894	0.0196736	0.00997894	0.015768	0.0168594	0.00997894	0.0196736	0.0231566	0.0168594	0.0168594	0.00997894	0.00997894	0.0196736	0.0240564	0.0168594	0.0240564	0.0168594	0.0168594	0.015768	0.0168594	0.0209283	0.0196736	0.00997894	0.0168594	0.0168594	0.0196736	0.015768	0.015768	0.0316164	0.0231566	0.00997894	0.0168594	0.0196736	0.0231566	0.0168594	0.00997894	0.0209283	0.015768	0.0168594	0.00997894	0.0168594	0.0196736	0.0196736	0.0168594	0.0268917	0.0168594	0.0196736	0.00997894	0.0168594	0.015768	0.00997894	0.0196736	0.015768	0.029061	0.0196736	0.0168594	0.0168594	0.00997894	0.0196736	0.0196736	0.0168594	0.0196736	0.00997894	0.00997894	0.00997894	0.0231566	0.00997894	0.015768	0.029061	0.0209283	0.0168594	0.0196736	0.0498384	0.0168594	0.0196736	0.0168594	0.0381232	0.00997894	0.0231566	0.0196736	0.00997894	0.0196736	0.0168594	0.0168594	0.0196736	0
LRRC56	0.0577024	0.00997894	0.0315764	0.0315764	0.0364888	0.0315764	0.0315764	0.0168594	0.0240564	0.00997894	0.0316164	0.0702061	0.029061	0.0316164	0.0231566	0.0471829	0.0759878	0.0315764	0.0818687	0.0315764	0.0689016	0.00997894	0.0660758	0.0315764	0.0315764	0.0488975	0.0666414	0.0315764	0.0408771	0.0887712	0.00997894	0.0231566	0.0196736	0.0315764	0.0168594	0.0196736	0.0315764	0.0315764	0.0196736	0.038545	0.0315764	0.00997894	0.0231566	0.0209283	0.0315764	0.0231566	0.0240564	0.0692684	0.0716477	0.0240564	0.0818687	0.0315764	0.0727979	0.0601434	0.0754995	0.0231566	0.0397748	0.0231566	0.0168594	0.104463	0.189976	0.015768	0.0268917	0.0315764	0.0268917	0.0351317	0.0315764	0.0315764	0.0168594	0.015768	0.0196736	0.0331031	0.0315764	0.0168594	0.0315764	0.0631319	0.201056	0.0315764	0.0315764	0.0315764	0.0316164	0.0209283	0.0231566	0.0315764	0.0196736	0.0231566	0.0240564	0.0940856	0.015768	0.0231566	0.0316164	0.0315764	0.0315764	0.0315764	0.0315764	0.0168594	0.0315764	0.00997894	0.0315764	0.0315764	0.0268917	0.015768	0.015768	0.0209283	0.0381232	0.0315764	0.0451171	0.0591843	0.0196736	0.0240564	0.0231566	0.0231566	0.00997894	0.0168594	0.0315764	0.0364888	0.0455834	0.00997894	0.0315764	0.00997894	0.0707517	0.0240564	0.0315764	0.0196736	0.0315764	0.0504271	0.0315764	0.0315764	0.118299	0.0351317	0.0315764	0.0315764	0.0941972	0.0675365	0.0231566	0.209887	0.0535966	0.0315764	0.038545	0.00997894	0.218614	0.0315764	0.0315764	0.029061	0.0240564	0.0870382	0.0315764	0.0168594	0.0209283	0.0591843	0.015768	0.0196736	0.00997894	0.0196736	0.0351317	0.054523	0.0498384	0.0209283	0.0315764	0
ZSWIM5	0.0315764	0.0231566	0.0315764	0.0231566	0.0364888	0.0168594	0.00997894	0.015768	0.0231566	0.00997894	0.0168594	0.0331031	0.0196736	0.0315764	0.0231566	0.0196736	0.0231566	0.015768	0.0315764	0.0315764	0.0315764	0.0240564	0.0315764	0.0196736	0.0168594	0.0231566	0.0168594	0.015768	0.0231566	0.0315764	0.0196736	0.0231566	0.0231566	0.00997894	0.0196736	0.038545	0.0315764	0.0196736	0.0268917	0.0268917	0.0240564	0.0168594	0.0168594	0.0231566	0.0168594	0.0240564	0.0231566	0.0315764	0.0315764	0.0231566	0.0315764	0.0315764	0.0315764	0.0231566	0.00997894	0.0231566	0.0196736	0.0196736	0.0231566	0.0231566	0.0231566	0.0240564	0.0315764	0.0209283	0.0168594	0.0168594	0.015768	0.0196736	0.0231566	0.0231566	0.0168594	0.00997894	0.0315764	0.0331031	0.0231566	0.0231566	0.0168594	0.0168594	0.0331031	0.0231566	0.0231566	0.0240564	0.0316164	0.0231566	0.0168594	0.015768	0.0231566	0.0231566	0.0168594	0.0315764	0.0168594	0.0315764	0.0196736	0.0240564	0.0168594	0.0196736	0.0196736	0.0231566	0.0168594	0.0315764	0.0209283	0.00997894	0.0268917	0.0231566	0.0231566	0.0315764	0.0231566	0.0315764	0.0420531	0.0196736	0.0168594	0.0168594	0.0231566	0.0315764	0.0315764	0.0315764	0.0351317	0.0196736	0.0315764	0.0315764	0.0315764	0.0315764	0.0231566	0.0231566	0.0268917	0.0168594	0.0196736	0.0231566	0.0231566	0.00997894	0.0231566	0.0315764	0.0231566	0.0231566	0.0196736	0.0231566	0.0196736	0.0231566	0.0240564	0.00997894	0.0231566	0.0231566	0.0315764	0.0315764	0.0231566	0.0315764	0.0315764	0.0268917	0.0168594	0.0231566	0.0168594	0.029061	0.00997894	0.0231566	0.0231566	0.00997894	0.0315764	0.0168594	0.029061	0
MRO	0.0209283	0.015768	0.0196736	0.136101	0.0231566	0.0385218	0.086113	0.0702061	0.0638137	0.00997894	0.0638137	0.015768	0.086113	0.0196736	0.00997894	0.059868	0.0738767	0.086113	0.0168594	0.0231566	0.0168594	0.136101	0.0385218	0.00997894	0.0351317	0.0240564	0.0738767	0.0783123	0.0385218	0.0638137	0.0196736	0.164463	0.0385218	0.0196736	0.086113	0.0738767	0.0240564	0.0738767	0.0638137	0.0738767	0.0168594	0.149316	0.0209283	0.0600815	0.0638137	0.119785	0.0485515	0.259194	0.015768	0.0385218	0.0168594	0.0738767	0.0783123	0.0196736	0.015768	0.0738767	0.00997894	0.015768	0.0168594	0.0196736	0.0168594	0.0196736	0.0738767	0.029061	0.015768	0.086113	0.015768	0.086113	0.00997894	0.16968	0.0196736	0.0783123	0.0738767	0.059868	0.0727979	0.059868	0.0485515	0.218824	0.086113	0.0638137	0.0168594	0.00997894	0.315535	0.0209283	0.086113	0.0196736	0.0168594	0.0638137	0.0209283	0.059868	0.0738767	0.0738767	0.086113	0.0381232	0.00997894	0.015768	0.0738767	0.00997894	0.086113	0.0231566	0.0196736	0.0989739	0.015768	0.029061	0.113173	0.292197	0.015768	0.0385218	0.0638137	0.0738767	0.059868	0.0231566	0.0738767	0.0168594	0.0168594	0.0196736	0.0783123	0.0783123	0.0783123	0.0196736	0.015768	0.0196736	0.0738767	0.14857	0.0196736	0.0385218	0.0638137	0.0231566	0.0240564	0.015768	0.0638137	0.0351317	0.0196736	0.0738767	0.136101	0.0783123	0.0638137	0.0638137	0.0168594	0.0168594	0.0738767	0.0240564	0.0480393	0.0638137	0.0240564	0.0168594	0.0892357	0.086113	0.0638137	0.0168594	0.0471829	0.086113	0.0638137	0.0638137	0.059868	0.0231566	0.0385218	0.015768	0.086113	0
CCDC9	0.0316164	0.0168594	0.00997894	0.0315764	0.0196736	0.0315764	0.0480393	0.0209283	0.0535966	0.00997894	0.015768	0.0231566	0.0231566	0.0168594	0.00997894	0.0759878	0.053787	0.0315764	0.0455834	0.0196736	0.038545	0.0231566	0.0455834	0.0315764	0.0315764	0.0168594	0.0196736	0.0315764	0.0408771	0.0315764	0.0480393	0.0196736	0.0315764	0.0315764	0.0480393	0.0168594	0.0315764	0.0315764	0.0315764	0.0631319	0.0196736	0.00997894	0.0315764	0.0420531	0.0315764	0.0231566	0.0707517	0.0480393	0.0649288	0.0168594	0.0381232	0.0315764	0.0782811	0.0364888	0.0692684	0.029061	0.0231566	0.0231566	0.0715438	0.094708	0.0822031	0.015768	0.0315764	0.0315764	0.0480393	0.0316164	0.0315764	0.0315764	0.0315764	0.0168594	0.0315764	0.0660758	0.0231566	0.0231566	0.0315764	0.0168594	0.0240564	0.0315764	0.0315764	0.0315764	0.0506398	0.029061	0.0209283	0.0315764	0.0381232	0.0315764	0.0231566	0.0196736	0.0231566	0.0315764	0.0552863	0.0231566	0.0315764	0.0315764	0.0231566	0.0168594	0.0315764	0.0231566	0.0231566	0.0315764	0.0577024	0.015768	0.015768	0.0420531	0.038545	0.0315764	0.0675365	0.0331031	0.0168594	0.0315764	0.0231566	0.0759878	0.0315764	0.0315764	0.0315764	0.0331031	0.0535966	0.0364888	0.0315764	0.00997894	0.0240564	0.0707517	0.0231566	0.0231566	0.0315764	0.0647416	0.00997894	0.0231566	0.0268917	0.015768	0.0231566	0.0315764	0.0420531	0.0707517	0.0562352	0.0488975	0.0480393	0.0196736	0.0649288	0.029061	0.0408771	0.0315764	0.0315764	0.0168594	0.0315764	0.0315764	0.0315764	0.0315764	0.0209283	0.0268917	0.0209283	0.0315764	0.0315764	0.038545	0.0562352	0.0364888	0.0316164	0.0331031	0.0196736	0
LANCL1	0.0315764	0.00997894	0.0809843	0.118786	0.0315764	0.084426	0.0420531	0.00997894	0.0231566	0.00997894	0.015768	0.00997894	0.0315764	0.0315764	0.0522491	0.0315764	0.0315764	0.0504271	0.0315764	0.20164	0.0315764	0.20164	0.0315764	0.0971778	0.0637402	0.0315764	0.0315764	0.20164	0.0315764	0.0552863	0.0315764	0.139107	0.0315764	0.0924152	0.0315764	0.0231566	0.0364888	0.118786	0.0315764	0.0315764	0.015768	0.0634819	0.20164	0.0315764	0.20164	0.038545	0.0315764	0.0315764	0.0315764	0.0315764	0.0315764	0.139107	0.0315764	0.0315764	0.0315764	0.0196736	0.0315764	0.0315764	0.0315764	0.0315764	0.0315764	0.0315764	0.0315764	0.0562352	0.0315764	0.0315764	0.0907899	0.0315764	0.0315764	0.038545	0.0707655	0.0315764	0.20164	0.00997894	0.127142	0.0315764	0.0315764	0.0575166	0.079122	0.20164	0.0315764	0.0231566	0.139107	0.20164	0.029061	0.0822031	0.0315764	0.0905599	0.0196736	0.0315764	0.0315764	0.0907899	0.139107	0.139107	0.0506398	0.015768	0.20164	0.0196736	0.015768	0.015768	0.0315764	0.0480393	0.127142	0.0196736	0.0315764	0.0196736	0.0315764	0.0315764	0.0231566	0.0315764	0.094708	0.0209283	0.015768	0.0196736	0.0471829	0.0315764	0.0315764	0.0168594	0.20164	0.0315764	0.0315764	0.0268917	0.0196736	0.0331031	0.0315764	0.0196736	0.0455834	0.0733342	0.0315764	0.0315764	0.0539884	0.0759878	0.0315764	0.0315764	0.0408771	0.0315764	0.0315764	0.0315764	0.0168594	0.0231566	0.0315764	0.118786	0.20164	0.0315764	0.0168594	0.0315764	0.20164	0.0315764	0.0315764	0.0315764	0.20164	0.0331031	0.0231566	0.0231566	0.0315764	0.0315764	0.0315764	0.0231566	0.0351317	0
KIAA1328	0.0168594	0.00997894	0.0196736	0.0196736	0.0196736	0.0240564	0.0168594	0.0209283	0.0168594	0.00997894	0.0196736	0.0168594	0.0196736	0.0196736	0.0196736	0.00997894	0.0168594	0.029061	0.0196736	0.0196736	0.00997894	0.0196736	0.00997894	0.0168594	0.0231566	0.015768	0.0196736	0.0168594	0.0168594	0.0168594	0.0168594	0.0196736	0.0168594	0.0231566	0.015768	0.015768	0.015768	0.0168594	0.0168594	0.0209283	0.0168594	0.0196736	0.0196736	0.0168594	0.015768	0.00997894	0.0196736	0.0168594	0.0196736	0.00997894	0.0168594	0.0168594	0.015768	0.0168594	0.0196736	0.00997894	0.0231566	0.0240564	0.0351317	0.00997894	0.0168594	0.00997894	0.0196736	0.0168594	0.00997894	0.00997894	0.0196736	0.0196736	0.00997894	0.0168594	0.0168594	0.0168594	0.0168594	0.0168594	0.0196736	0.0168594	0.0168594	0.0231566	0.0351317	0.0196736	0.015768	0.00997894	0.0209283	0.0196736	0.0196736	0.0168594	0.0168594	0.0231566	0.0196736	0.0196736	0.00997894	0.0196736	0.0231566	0.0196736	0.0231566	0.0196736	0.0231566	0.00997894	0.0196736	0.0168594	0.0196736	0.0168594	0.0231566	0.015768	0.0196736	0.015768	0.0168594	0.0231566	0.0209283	0.0196736	0.0168594	0.0168594	0.0240564	0.0231566	0.0168594	0.0168594	0.00997894	0.0196736	0.0196736	0.0196736	0.0196736	0.0168594	0.0196736	0.0209283	0.0351317	0.0168594	0.0231566	0.0196736	0.0231566	0.0168594	0.00997894	0.0196736	0.00997894	0.0168594	0.0168594	0.0196736	0.0168594	0.0168594	0.00997894	0.00997894	0.00997894	0.0196736	0.0231566	0.0231566	0.00997894	0.0231566	0.0231566	0.015768	0.0168594	0.0196736	0.00997894	0.0231566	0.0168594	0.0196736	0.0196736	0.0168594	0.0168594	0.0196736	0.0168594	0
TCAIM	0.0240564	0.0168594	0.015768	0.0209283	0.0168594	0.0240564	0.00997894	0.015768	0.00997894	0.00997894	0.0209283	0.00997894	0.00997894	0.0168594	0.029061	0.00997894	0.00997894	0.0268917	0.0196736	0.0351317	0.00997894	0.029061	0.0209283	0.0209283	0.0316164	0.00997894	0.0168594	0.00997894	0.0168594	0.0209283	0.0168594	0.015768	0.015768	0.0168594	0.0196736	0.00997894	0.0209283	0.0240564	0.0240564	0.0209283	0.015768	0.0168594	0.015768	0.00997894	0.0498384	0.0240564	0.0196736	0.0196736	0.0168594	0.015768	0.0168594	0.0351317	0.0168594	0.0196736	0.0168594	0.00997894	0.0209283	0.00997894	0.0196736	0.0168594	0.0196736	0.015768	0.00997894	0.029061	0.00997894	0.0168594	0.0168594	0.0168594	0.0316164	0.0168594	0.015768	0.0196736	0.00997894	0.015768	0.00997894	0.0168594	0.015768	0.00997894	0.0351317	0.0316164	0.0196736	0.0168594	0.00997894	0.029061	0.0209283	0.0331031	0.0240564	0.0196736	0.015768	0.0196736	0.0196736	0.0209283	0.00997894	0.00997894	0.00997894	0.015768	0.0196736	0.00997894	0.0240564	0.0209283	0.00997894	0.0168594	0.0168594	0.0209283	0.0168594	0.00997894	0.00997894	0.0168594	0.015768	0.0209283	0.0168594	0.0168594	0.00997894	0.015768	0.0209283	0.00997894	0.0196736	0.015768	0.0364888	0.0168594	0.015768	0.0196736	0.00997894	0.0240564	0.0268917	0.00997894	0.0196736	0.029061	0.00997894	0.0168594	0.00997894	0.029061	0.0196736	0.015768	0.0168594	0.0168594	0.0168594	0.015768	0.0168594	0.0168594	0.0231566	0.0168594	0.00997894	0.0168594	0.015768	0.0240564	0.0196736	0.015768	0.0168594	0.0168594	0.0168594	0.0168594	0.0209283	0.015768	0.0168594	0.0168594	0.00997894	0.0168594	0.029061	0
CCDC51	0.0315764	0.0231566	0.00997894	0.0231566	0.0209283	0.0196736	0.0168594	0.0506398	0.0168594	0.00997894	0.0196736	0.0196736	0.0168594	0.0231566	0.0168594	0.0315764	0.00997894	0.015768	0.0231566	0.0240564	0.0268917	0.015768	0.0196736	0.0231566	0.0315764	0.0231566	0.0231566	0.0231566	0.0315764	0.0209283	0.0231566	0.0315764	0.0315764	0.0196736	0.00997894	0.0451171	0.0351317	0.0196736	0.0315764	0.0315764	0.0231566	0.00997894	0.0231566	0.0231566	0.0315764	0.0231566	0.0231566	0.0231566	0.00997894	0.0231566	0.0315764	0.0196736	0.029061	0.0231566	0.0196736	0.015768	0.0315764	0.0316164	0.0231566	0.0316164	0.0196736	0.0196736	0.0315764	0.0231566	0.0196736	0.0231566	0.0240564	0.0231566	0.0315764	0.0231566	0.0231566	0.0231566	0.0196736	0.0168594	0.0315764	0.0315764	0.00997894	0.0231566	0.0315764	0.0231566	0.0168594	0.00997894	0.0209283	0.0315764	0.0196736	0.0168594	0.0315764	0.0315764	0.0196736	0.0231566	0.0231566	0.029061	0.0231566	0.0231566	0.0231566	0.0168594	0.0315764	0.0168594	0.0601664	0.0315764	0.0315764	0.0231566	0.0231566	0.0315764	0.0196736	0.0196736	0.0315764	0.0315764	0.0196736	0.0196736	0.0231566	0.0498384	0.0196736	0.0196736	0.0231566	0.0196736	0.0196736	0.0168594	0.0231566	0.015768	0.0231566	0.00997894	0.0231566	0.0231566	0.0315764	0.0315764	0.0315764	0.0231566	0.0315764	0.00997894	0.0315764	0.0315764	0.0196736	0.0316164	0.0231566	0.0231566	0.0331031	0.0196736	0.0315764	0.0196736	0.0231566	0.0231566	0.0196736	0.0315764	0.0315764	0.0231566	0.0315764	0.0231566	0.0196736	0.0168594	0.00997894	0.015768	0.0315764	0.0315764	0.0315764	0.0231566	0.0315764	0.0196736	0.038545	0
LENG9	0.0364888	0.0196736	0.0240564	0.0196736	0.0196736	0.0168594	0.038545	0.0168594	0.0442577	0.00997894	0.0168594	0.0196736	0.0196736	0.0168594	0.00997894	0.0268917	0.0442577	0.0231566	0.015768	0.0168594	0.0351317	0.0196736	0.0209283	0.0315764	0.0231566	0.0168594	0.029061	0.0168594	0.0240564	0.0231566	0.0268917	0.00997894	0.0168594	0.0231566	0.0381232	0.029061	0.00997894	0.0168594	0.0168594	0.0351317	0.0231566	0.0240564	0.0209283	0.0562352	0.0315764	0.0168594	0.029061	0.029061	0.0480393	0.0231566	0.0268917	0.0231566	0.0408771	0.0209283	0.0209283	0.0231566	0.0196736	0.0315764	0.0666414	0.0649288	0.0504271	0.0209283	0.0196736	0.0231566	0.015768	0.0168594	0.0231566	0.0196736	0.0231566	0.0231566	0.0168594	0.015768	0.00997894	0.0196736	0.0240564	0.0196736	0.0168594	0.0168594	0.0315764	0.0196736	0.0535966	0.015768	0.00997894	0.0168594	0.0209283	0.0168594	0.015768	0.0231566	0.015768	0.0196736	0.0442577	0.0168594	0.0196736	0.0196736	0.00997894	0.0168594	0.0231566	0.0196736	0.0231566	0.0231566	0.0168594	0.015768	0.029061	0.0209283	0.0168594	0.0231566	0.029061	0.00997894	0.00997894	0.0231566	0.0196736	0.0240564	0.0231566	0.0240564	0.0231566	0.029061	0.0231566	0.038545	0.0231566	0.0209283	0.0442577	0.0268917	0.00997894	0.0240564	0.0231566	0.0420531	0.00997894	0.0231566	0.0316164	0.00997894	0.0196736	0.0315764	0.0209283	0.0692684	0.00997894	0.0364888	0.0209283	0.015768	0.038545	0.0196736	0.0240564	0.00997894	0.0364888	0.015768	0.0231566	0.015768	0.0196736	0.0231566	0.0168594	0.0168594	0.0168594	0.0231566	0.0231566	0.0331031	0.029061	0.0331031	0.0268917	0.015768	0.0196736	0
MGC16025	0.0196736	0.00997894	0.00997894	0.0209283	0.0168594	0.00997894	0.0168594	0.0168594	0.0168594	0.00997894	0.0196736	0.0196736	0.0168594	0.015768	0.0196736	0.0168594	0.0168594	0.0168594	0.0168594	0.0196736	0.0196736	0.0168594	0.0168594	0.0196736	0.0196736	0.0196736	0.0196736	0.0168594	0.00997894	0.0196736	0.0168594	0.0196736	0.00997894	0.0168594	0.0168594	0.0196736	0.0168594	0.0196736	0.0168594	0.00997894	0.00997894	0.0196736	0.0196736	0.0209283	0.0196736	0.0168594	0.00997894	0.015768	0.00997894	0.00997894	0.00997894	0.0168594	0.00997894	0.00997894	0.0209283	0.0168594	0.0168594	0.0196736	0.0168594	0.0168594	0.0168594	0.0168594	0.0196736	0.0196736	0.015768	0.0168594	0.0196736	0.0196736	0.0231566	0.0196736	0.015768	0.0168594	0.00997894	0.0168594	0.0168594	0.00997894	0.0196736	0.0196736	0.0196736	0.0196736	0.0168594	0.015768	0.00997894	0.0196736	0.0168594	0.0196736	0.0168594	0.0196736	0.0168594	0.0196736	0.015768	0.0168594	0.0196736	0.0196736	0.0196736	0.0196736	0.0168594	0.0168594	0.0196736	0.0168594	0.0196736	0.0168594	0.0168594	0.0168594	0.015768	0.00997894	0.015768	0.015768	0.0168594	0.0196736	0.0168594	0.0168594	0.00997894	0.0196736	0.0231566	0.0196736	0.00997894	0.0196736	0.0231566	0.015768	0.0196736	0.0209283	0.0196736	0.015768	0.0231566	0.0168594	0.0196736	0.0196736	0.0168594	0.015768	0.0168594	0.0231566	0.0209283	0.00997894	0.0168594	0.00997894	0.0196736	0.0196736	0.015768	0.00997894	0.0168594	0.0231566	0.0231566	0.00997894	0.0168594	0.0196736	0.0196736	0.0168594	0.00997894	0.00997894	0.0168594	0.0196736	0.0196736	0.0168594	0.015768	0.0168594	0.00997894	0.0168594	0.0196736	0
INPP5D	0.598002	0.0783123	0.62267	0.301213	0.0196736	0.120477	0.086113	0.0522491	0.838335	0.00997894	0.0168594	0.0607152	0.531995	0.329228	0.115073	0.874762	0.38337	0.086113	0.473484	0.103913	0.0649288	0.373767	0.687729	0.0231566	0.0168594	0.127142	0.310804	0.373767	0.624813	0.179542	0.112092	0.504897	0.822165	0.0231566	0.791442	0.152369	0.0315764	0.249807	0.446997	0.532355	0.00997894	0.16968	0.038545	0.297377	0.170089	0.373767	0.162415	0.76102	0.524805	0.451245	0.0607916	0.80286	0.727247	0.741466	0.0408771	0.0638137	0.225766	0.375357	0.463774	0.848436	0.0822031	0.0331031	0.784993	0.789673	0.038545	0.313547	0.311171	0.609913	0.126431	0.268658	0.399939	0.353955	0.564286	0.214468	0.58969	0.718928	0.215782	0.438247	0.373767	0.576686	0.0552863	0.00997894	0.635831	0.0552863	0.373767	0.0315764	0.382876	0.302614	0.0585486	0.784993	0.646374	0.373767	0.170089	0.269736	0.0209283	0.0818687	0.302614	0.139107	0.249807	0.527652	0.147451	0.281237	0.889674	0.0381232	0.730866	0.418505	0.374455	0.527652	0.94632	0.747334	0.194908	0.0315764	0.281237	0.0634819	0.194908	0.234475	0.748878	0.302614	0.373767	0.0573845	0.118786	0.0240564	0.870626	0.737274	0.0315764	0	0.272206	0.118163	0.391092	0.0168594	0.385256	0.114735	0.0231566	0.916911	0.310917	0.822165	0.671451	0.506175	0.0455834	0.0268917	0.235606	0.304246	0.0231566	0.744848	0.335865	0.118786	0.438247	0.675357	0.165158	0.158715	0.0552863	0.249807	0.226757	0.492922	0.321073	0.0756295	0.541962	0.0535966	0.373767	1
HCFC1R1	0.0315764	0.00997894	0.20164	0.0168594	0.0231566	0.0168594	0.0351317	0.0315764	0.0196736	0.00997894	0.0504271	0.0168594	0.0315764	0.0315764	0.0231566	0.0315764	0.0231566	0.0231566	0.0315764	0.118786	0.0231566	0.20164	0.0315764	0.00997894	0.0577024	0.0231566	0.0315764	0.107394	0.0315764	0.0209283	0.0231566	0.0933725	0.0315764	0.015768	0.0488975	0.0455834	0.0196736	0.0607916	0.0231566	0.0315764	0.0364888	0.0240564	0.20164	0.0168594	0.0231566	0.015768	0.0231566	0.0168594	0.0196736	0.00997894	0.0315764	0.0315764	0.00997894	0.0231566	0.0231566	0.0268917	0.0315764	0.0231566	0.0422906	0.0315764	0.0231566	0.0231566	0.0315764	0.038545	0.0231566	0.0315764	0.0209283	0.0315764	0.0315764	0.0675365	0.0364888	0.0675365	0.20164	0.0315764	0.108899	0.0315764	0.0315764	0.0240564	0.0315764	0.0315764	0.0168594	0.015768	0.20164	0.127142	0.108899	0.0351317	0.0315764	0.095521	0.0168594	0.0573845	0.00997894	0.0637402	0.0240564	0.0351317	0.0331031	0.0196736	0.106717	0.0315764	0.0231566	0.0315764	0.0231566	0.20164	0.0732561	0.0196736	0.0231566	0.0315764	0.00997894	0.0315764	0.00997894	0.0315764	0.0408771	0.139107	0.0315764	0.0231566	0.0231566	0.0315764	0.0231566	0.07012	0.139107	0.0316164	0.0315764	0.0634819	0.0315764	0.106717	0.0315764	0.0315764	0.0422906	0.0196736	0.0231566	0.0268917	0.0231566	0.0315764	0.0196736	0.0315764	0.127142	0.0315764	0.0455834	0.0240564	0.084426	0.0196736	0.038545	0.20164	0.20164	0.0315764	0.0315764	0.0315764	0.106717	0.0315764	0.0196736	0.0315764	0.20164	0.0315764	0.0231566	0.0168594	0.0315764	0.0231566	0.0315764	0.0168594	0.0231566	0
